district,total_ntd,land_area,main_building_material,building_area,num_room,num_hall,num_toilet,transaction_year,transaction_month,building_age
Daan District,20660000,28.84,Reinforced concrete construction,105.09,4,2,1,2019,11,1947
Daan District,31600000,25.38,Reinforced concrete construction,115.37,3,2,1,2019,7,1939
Daan District,29000000,32.8,Reinforced concrete construction,113.73,3,2,2,2019,8,1946
Daan District,18450000,29.2,Reinforced concrete construction,100.4,3,2,2,2019,11,1946.190476
Daan District,25750000,28.85,Reinforced concrete construction,110.73,3,2,2,2019,11,1946.190476
Daan District,16900000,29.5,Reinforced concrete construction,111.49,3,2,3,2019,11,1945
Daan District,21980000,22.66,Reinforced concrete construction,103.71,3,2,2,2019,11,1944
Daan District,23500000,21.91,Reinforced concrete construction,113.11,3,2,2,2019,12,1945
Daan District,21000000,28.2,Reinforced concrete construction,103.58,2,2,1,2019,9,1946.190476
